task_id,series,system_name,display_label,metric_source,feasible_utility,ndcg_at_k,compliance_rate,constrained_regret,oracle_utility
CARA_LO_CHEMBL2328568_IC50_0001,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,80.99,0.8108696013786595,1.0,21.230000000000004,102.22
CARA_LO_CHEMBL3705123_IC50_0002,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,80.02,0.8731018572521325,1.0,13.070000000000007,93.09
CARA_LO_CHEMBL3889097_IC50_0003,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,75.27,0.854728399555044,1.0,15.310000000000002,90.58
CARA_LO_CHEMBL3705476_IC50_0004,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,74.16,0.8009485927214438,1.0,16.269999999999996,90.42999999999999
CARA_LO_CHEMBL3887063_IC50_0005,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,71.55,0.7146069619808306,1.0,25.36,96.91
CARA_LO_CHEMBL4739819_EC50_0006,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,75.07000000000001,0.84854934527765,1.0,14.959999999999994,90.03
CARA_LO_CHEMBL3889212_IC50_0007,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,74.2,0.8831271777125395,1.0,11.609999999999985,85.80999999999999
CARA_LO_CHEMBL3705899_IC50_0008,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,78.62,0.8496161003549703,1.0,14.949999999999974,93.56999999999998
CARA_LO_CHEMBL3705357_IC50_0009,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,88.24,0.8966716855756584,1.0,10.88000000000001,99.12
CARA_LO_CHEMBL3887887_IC50_0010,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,82.11,0.8892239733676586,1.0,13.11,95.22
CARA_LO_CHEMBL3705960_IC50_0011,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,86.62,0.9376219224101767,1.0,6.909999999999982,93.52999999999999
CARA_LO_CHEMBL3705868_IC50_0012,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,76.98,0.838033075541031,1.0,17.539999999999992,94.52
CARA_LO_CHEMBL3705983_IC50_0013,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,76.755,0.9101745790509342,1.0,7.114999999999995,83.86999999999999
CARA_LO_CHEMBL3734174_IC50_0014,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,71.44999999999999,0.8756317510145949,1.0,13.200000000000017,84.65
CARA_LO_CHEMBL3734552_EC50_0015,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,98.03,0.9794307819684522,1.0,1.2800000000000011,99.31
CARA_LO_CHEMBL3705480_Ki_0016,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,89.51,0.9437651329951687,1.0,5.6699999999999875,95.17999999999999
CARA_LO_CHEMBL3888825_IC50_0017,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,90.82000000000001,0.9491196270451234,1.0,4.429999999999993,95.25
CARA_LO_CHEMBL3888209_IC50_0018,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,78.98,0.8831199230713253,1.0,9.720000000000013,88.70000000000002
CARA_LO_CHEMBL3888094_IC50_0019,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,69.71,0.8456036088330042,1.0,11.050000000000011,80.76
CARA_LO_CHEMBL3705264_IC50_0020,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,77.19999999999999,0.9306841393170817,1.0,7.359999999999999,84.55999999999999
CARA_LO_CHEMBL3887288_IC50_0021,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,64.08,0.6941846036423106,1.0,24.659999999999997,88.74
CARA_LO_CHEMBL3889186_IC50_0022,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,72.13999999999999,0.8452673671653503,1.0,13.130000000000024,85.27000000000001
CARA_LO_CHEMBL3705486_Ki_0023,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,85.11999999999999,0.9485064301642938,1.0,4.310000000000002,89.42999999999999
CARA_LO_CHEMBL4418470_EC50_0024,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,80.86999999999999,0.9535552605804855,1.0,5.180000000000021,86.05000000000001
CARA_LO_CHEMBL3707962_IC50_0025,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,77.78,0.9165785355960256,1.0,7.159999999999997,84.94
CARA_LO_CHEMBL3431931_IC50_0026,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,83.79,0.8631961099022307,1.0,10.889999999999986,94.67999999999999
CARA_LO_CHEMBL3887074_IC50_0027,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,62.379999999999995,0.7676520227946833,1.0,23.39,85.77
CARA_LO_CHEMBL3887866_IC50_0028,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,67.84,0.793687807475679,1.0,16.14,83.98
CARA_LO_CHEMBL3887259_EC50_0029,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,80.65999999999998,0.9203411338622336,1.0,7.410000000000011,88.07
CARA_LO_CHEMBL3705125_IC50_0030,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,75.67999999999999,0.8402021685892476,1.0,15.900000000000006,91.58
CARA_LO_CHEMBL3883076_IC50_0031,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,77.32999999999998,0.908406549431194,1.0,9.420000000000016,86.75
CARA_LO_CHEMBL3888033_IC50_0032,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,84.36,0.9215928370466001,1.0,5.859999999999999,90.22
CARA_LO_CHEMBL3887029_Ki_0033,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,71.31,0.8387323578631093,1.0,11.699999999999989,83.00999999999999
CARA_LO_CHEMBL658217_Ki_0034,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,80.5,0.944227971724997,1.0,4.519999999999996,85.02
CARA_LO_CHEMBL658042_Ki_0035,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,81.27000000000001,0.9123514028801605,1.0,6.869999999999976,88.13999999999999
CARA_LO_CHEMBL3706298_IC50_0036,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,71.85000000000001,0.8319229878449762,1.0,16.659999999999997,88.51
CARA_LO_CHEMBL3887456_EC50_0037,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,76.46999999999998,0.8173495618520377,1.0,16.710000000000022,93.18
CARA_LO_CHEMBL3705825_Ki_0038,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,79.62,0.9193863192880363,1.0,7.550000000000011,87.17000000000002
CARA_LO_CHEMBL3705860_IC50_0039,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,80.08,0.9470269554517765,1.0,4.3999999999999915,84.47999999999999
CARA_LO_CHEMBL3889266_IC50_0040,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,81.86999999999999,0.9675393813625086,1.0,2.549999999999997,84.41999999999999
CARA_LO_CHEMBL3706356_IC50_0041,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,71.36,0.8794475816127121,1.0,9.519999999999996,80.88
CARA_LO_CHEMBL3705399_Ki_0042,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,72.42,0.8706515938228305,0.9,11.02000000000001,83.44000000000001
CARA_LO_CHEMBL3705917_IC50_0043,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,90.67999999999999,0.906399228365921,1.0,9.670000000000002,100.35
CARA_LO_CHEMBL3888870_IC50_0044,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,76.4,0.8347251757009171,1.0,12.780000000000001,89.18
CARA_LO_CHEMBL3889262_IC50_0045,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,81.06,0.8970913327051495,1.0,7.920000000000016,88.98000000000002
CARA_LO_CHEMBL3887334_IC50_0046,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,64.81,0.7540845853686916,1.0,23.33,88.14
CARA_LO_CHEMBL3887429_IC50_0047,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,64.26,0.5712712930855682,0.8,23.86999999999999,88.13
CARA_LO_CHEMBL4477153_IC50_0048,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,72.98,0.8939528399425037,1.0,6.5,79.48
CARA_LO_CHEMBL3887030_Ki_0049,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,68.51,0.8615722852441705,1.0,8.045000000000002,76.555
CARA_LO_CHEMBL3888871_Ki_0050,Best raw LLM,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",raw,66.69,0.755057305309793,1.0,22.539999999999992,89.22999999999999
CARA_LO_CHEMBL2328568_IC50_0001,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,59.73,0.5524679063859909,1.0,42.49,102.22
CARA_LO_CHEMBL3705123_IC50_0002,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,73.53,0.788085534851504,1.0,19.560000000000002,93.09
CARA_LO_CHEMBL3889097_IC50_0003,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,76.47000000000001,0.8760129892076843,1.0,14.109999999999985,90.58
CARA_LO_CHEMBL3705476_IC50_0004,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,75.83,0.8237599656814653,1.0,14.599999999999994,90.42999999999999
CARA_LO_CHEMBL3887063_IC50_0005,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,90.14999999999999,0.912898126367969,1.0,6.760000000000005,96.91
CARA_LO_CHEMBL4739819_EC50_0006,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,74.94500000000001,0.8380505490044572,1.0,15.084999999999994,90.03
CARA_LO_CHEMBL3889212_IC50_0007,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,62.67999999999999,0.7475062587597573,1.0,23.129999999999995,85.80999999999999
CARA_LO_CHEMBL3705899_IC50_0008,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,82.47999999999999,0.8606287470997124,1.0,11.08999999999999,93.56999999999998
CARA_LO_CHEMBL3705357_IC50_0009,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,94.25000000000001,0.9434390886176068,1.0,4.86999999999999,99.12
CARA_LO_CHEMBL3887887_IC50_0010,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,75.64,0.793467321040258,1.0,19.58,95.22
CARA_LO_CHEMBL3705960_IC50_0011,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,91.57999999999998,0.9802727923490224,1.0,1.9500000000000028,93.52999999999999
CARA_LO_CHEMBL3705868_IC50_0012,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,87.41000000000003,0.9221953581031257,1.0,7.109999999999971,94.52
CARA_LO_CHEMBL3705983_IC50_0013,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,78.32000000000001,0.9498828598668,1.0,5.549999999999983,83.86999999999999
CARA_LO_CHEMBL3734174_IC50_0014,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,67.63,0.7692178484222986,1.0,17.02000000000001,84.65
CARA_LO_CHEMBL3734552_EC50_0015,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,97.41000000000001,0.9762805165363543,1.0,1.8999999999999915,99.31
CARA_LO_CHEMBL3705480_Ki_0016,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,85.19999999999999,0.9038564179072234,1.0,9.980000000000004,95.17999999999999
CARA_LO_CHEMBL3888825_IC50_0017,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,91.27,0.9464819177406997,1.0,3.980000000000004,95.25
CARA_LO_CHEMBL3888209_IC50_0018,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,60.519999999999996,0.6503484827072766,1.0,28.18000000000002,88.70000000000002
CARA_LO_CHEMBL3888094_IC50_0019,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,62.61,0.7862414477630092,1.0,18.150000000000006,80.76
CARA_LO_CHEMBL3705264_IC50_0020,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,79.11,0.9474993602934721,1.0,5.449999999999989,84.55999999999999
CARA_LO_CHEMBL3887288_IC50_0021,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,56.28999999999999,0.6554096290020576,1.0,32.45,88.74
CARA_LO_CHEMBL3889186_IC50_0022,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,55.2,0.6315602611467246,1.0,30.070000000000007,85.27000000000001
CARA_LO_CHEMBL3705486_Ki_0023,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,68.84,0.7861965290438616,1.0,20.58999999999999,89.42999999999999
CARA_LO_CHEMBL4418470_EC50_0024,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,67.13,0.7838412671788889,1.0,18.920000000000016,86.05000000000001
CARA_LO_CHEMBL3707962_IC50_0025,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,78.07000000000001,0.9237294367377772,1.0,6.86999999999999,84.94
CARA_LO_CHEMBL3431931_IC50_0026,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,73.72000000000001,0.8134758527622732,1.0,20.95999999999998,94.67999999999999
CARA_LO_CHEMBL3887074_IC50_0027,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,78.31,0.9160264634073929,1.0,7.459999999999994,85.77
CARA_LO_CHEMBL3887866_IC50_0028,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,67.87,0.8263197587726041,1.0,16.11,83.98
CARA_LO_CHEMBL3887259_EC50_0029,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,82.14999999999999,0.9311488851143582,1.0,5.920000000000002,88.07
CARA_LO_CHEMBL3705125_IC50_0030,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,72.9,0.8432684090942045,1.0,18.679999999999993,91.58
CARA_LO_CHEMBL3883076_IC50_0031,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,77.57,0.9138616146807623,1.0,9.180000000000007,86.75
CARA_LO_CHEMBL3888033_IC50_0032,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,81.42999999999998,0.9129796574773649,1.0,8.79000000000002,90.22
CARA_LO_CHEMBL3887029_Ki_0033,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,52.715,0.6081950454458488,1.0,30.294999999999987,83.00999999999999
CARA_LO_CHEMBL658217_Ki_0034,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,60.940000000000005,0.7537145606917806,1.0,24.07999999999999,85.02
CARA_LO_CHEMBL658042_Ki_0035,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,66.39999999999999,0.7425709502069937,1.0,21.739999999999995,88.13999999999999
CARA_LO_CHEMBL3706298_IC50_0036,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,75.22,0.8066619992240579,1.0,13.290000000000006,88.51
CARA_LO_CHEMBL3887456_EC50_0037,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,71.00999999999999,0.7384937282696049,1.0,22.170000000000016,93.18
CARA_LO_CHEMBL3705825_Ki_0038,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,66.28,0.7845539720552825,1.0,20.890000000000015,87.17000000000002
CARA_LO_CHEMBL3705860_IC50_0039,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,77.05,0.9008940061897746,1.0,7.429999999999993,84.47999999999999
CARA_LO_CHEMBL3889266_IC50_0040,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,77.41,0.9250994949755351,1.0,7.009999999999991,84.41999999999999
CARA_LO_CHEMBL3706356_IC50_0041,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,56.510000000000005,0.6978938255870413,1.0,24.36999999999999,80.88
CARA_LO_CHEMBL3705399_Ki_0042,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,59.269999999999996,0.6931321256481874,1.0,24.170000000000016,83.44000000000001
CARA_LO_CHEMBL3705917_IC50_0043,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,92.07,0.9127962092718515,1.0,8.280000000000001,100.35
CARA_LO_CHEMBL3888870_IC50_0044,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,57.18,0.6298538529989695,1.0,32.00000000000001,89.18
CARA_LO_CHEMBL3889262_IC50_0045,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,77.27000000000001,0.8891495945961624,1.0,11.710000000000008,88.98000000000002
CARA_LO_CHEMBL3887334_IC50_0046,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,72.18,0.8116940099073341,1.0,15.959999999999994,88.14
CARA_LO_CHEMBL3887429_IC50_0047,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,74.16999999999999,0.8736286107829813,1.0,13.960000000000008,88.13
CARA_LO_CHEMBL4477153_IC50_0048,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,77.55,0.9240348634742062,1.0,1.9300000000000068,79.48
CARA_LO_CHEMBL3887030_Ki_0049,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,62.58,0.7982761838350377,1.0,13.975000000000009,76.555
CARA_LO_CHEMBL3888871_Ki_0050,Similarity baseline,similarity_to_best_active,Similarity-to-best-active baseline,final,78.11000000000001,0.866113468158855,1.0,11.119999999999976,89.22999999999999
CARA_LO_CHEMBL2328568_IC50_0001,Rules-only baseline,rules_only,Rule/desirability baseline,final,72.49,0.6901964421774094,1.0,29.730000000000004,102.22
CARA_LO_CHEMBL3705123_IC50_0002,Rules-only baseline,rules_only,Rule/desirability baseline,final,67.77000000000001,0.6890627838999739,1.0,25.319999999999993,93.09
CARA_LO_CHEMBL3889097_IC50_0003,Rules-only baseline,rules_only,Rule/desirability baseline,final,57.32,0.6341511840138572,1.0,33.26,90.58
CARA_LO_CHEMBL3705476_IC50_0004,Rules-only baseline,rules_only,Rule/desirability baseline,final,64.39,0.7051127912735815,1.0,26.039999999999992,90.42999999999999
CARA_LO_CHEMBL3887063_IC50_0005,Rules-only baseline,rules_only,Rule/desirability baseline,final,59.71,0.5980616798432866,1.0,37.199999999999996,96.91
CARA_LO_CHEMBL4739819_EC50_0006,Rules-only baseline,rules_only,Rule/desirability baseline,final,72.17,0.8113615178559407,1.0,17.86,90.03
CARA_LO_CHEMBL3889212_IC50_0007,Rules-only baseline,rules_only,Rule/desirability baseline,final,64.61999999999999,0.6996679559725938,1.0,21.189999999999998,85.80999999999999
CARA_LO_CHEMBL3705899_IC50_0008,Rules-only baseline,rules_only,Rule/desirability baseline,final,73.59,0.7528909670431878,1.0,19.979999999999976,93.56999999999998
CARA_LO_CHEMBL3705357_IC50_0009,Rules-only baseline,rules_only,Rule/desirability baseline,final,62.95,0.6246357772312082,1.0,36.17,99.12
CARA_LO_CHEMBL3887887_IC50_0010,Rules-only baseline,rules_only,Rule/desirability baseline,final,72.73,0.7861297034710857,1.0,22.489999999999995,95.22
CARA_LO_CHEMBL3705960_IC50_0011,Rules-only baseline,rules_only,Rule/desirability baseline,final,67.98,0.7244999861595567,1.0,25.549999999999983,93.52999999999999
CARA_LO_CHEMBL3705868_IC50_0012,Rules-only baseline,rules_only,Rule/desirability baseline,final,78.85,0.8382032007316226,1.0,15.670000000000002,94.52
CARA_LO_CHEMBL3705983_IC50_0013,Rules-only baseline,rules_only,Rule/desirability baseline,final,65.26,0.7645190336110629,1.0,18.609999999999985,83.86999999999999
CARA_LO_CHEMBL3734174_IC50_0014,Rules-only baseline,rules_only,Rule/desirability baseline,final,63.07000000000001,0.7279559284732559,1.0,21.58,84.65
CARA_LO_CHEMBL3734552_EC50_0015,Rules-only baseline,rules_only,Rule/desirability baseline,final,69.03999999999999,0.7015992663407191,1.0,30.27000000000001,99.31
CARA_LO_CHEMBL3705480_Ki_0016,Rules-only baseline,rules_only,Rule/desirability baseline,final,80.89000000000001,0.8542942986953677,1.0,14.289999999999978,95.17999999999999
CARA_LO_CHEMBL3888825_IC50_0017,Rules-only baseline,rules_only,Rule/desirability baseline,final,69.14999999999999,0.7122052862811521,1.0,26.10000000000001,95.25
CARA_LO_CHEMBL3888209_IC50_0018,Rules-only baseline,rules_only,Rule/desirability baseline,final,60.03999999999999,0.6551890070762487,1.0,28.660000000000025,88.70000000000002
CARA_LO_CHEMBL3888094_IC50_0019,Rules-only baseline,rules_only,Rule/desirability baseline,final,56.82,0.672293819035683,1.0,23.940000000000005,80.76
CARA_LO_CHEMBL3705264_IC50_0020,Rules-only baseline,rules_only,Rule/desirability baseline,final,55.470000000000006,0.6670087115303118,1.0,29.089999999999982,84.55999999999999
CARA_LO_CHEMBL3887288_IC50_0021,Rules-only baseline,rules_only,Rule/desirability baseline,final,65.86,0.7158425647489338,1.0,22.879999999999995,88.74
CARA_LO_CHEMBL3889186_IC50_0022,Rules-only baseline,rules_only,Rule/desirability baseline,final,54.82000000000001,0.6332232813623925,1.0,30.450000000000003,85.27000000000001
CARA_LO_CHEMBL3705486_Ki_0023,Rules-only baseline,rules_only,Rule/desirability baseline,final,77.24,0.8091043141942633,1.0,12.189999999999998,89.42999999999999
CARA_LO_CHEMBL4418470_EC50_0024,Rules-only baseline,rules_only,Rule/desirability baseline,final,67.69999999999999,0.7550858875748292,1.0,18.350000000000023,86.05000000000001
CARA_LO_CHEMBL3707962_IC50_0025,Rules-only baseline,rules_only,Rule/desirability baseline,final,53.669999999999995,0.6270582644733573,1.0,31.270000000000003,84.94
CARA_LO_CHEMBL3431931_IC50_0026,Rules-only baseline,rules_only,Rule/desirability baseline,final,56.519999999999996,0.5893559400490078,1.0,38.16,94.67999999999999
CARA_LO_CHEMBL3887074_IC50_0027,Rules-only baseline,rules_only,Rule/desirability baseline,final,60.31,0.711810334030279,1.0,25.459999999999994,85.77
CARA_LO_CHEMBL3887866_IC50_0028,Rules-only baseline,rules_only,Rule/desirability baseline,final,63.15,0.7460343891097663,1.0,20.830000000000005,83.98
CARA_LO_CHEMBL3887259_EC50_0029,Rules-only baseline,rules_only,Rule/desirability baseline,final,61.24999999999999,0.6874906763954116,1.0,26.82,88.07
CARA_LO_CHEMBL3705125_IC50_0030,Rules-only baseline,rules_only,Rule/desirability baseline,final,73.34999999999998,0.7812990454969333,1.0,18.230000000000018,91.58
CARA_LO_CHEMBL3883076_IC50_0031,Rules-only baseline,rules_only,Rule/desirability baseline,final,68.17,0.7576058253881904,1.0,18.58,86.75
CARA_LO_CHEMBL3888033_IC50_0032,Rules-only baseline,rules_only,Rule/desirability baseline,final,63.88000000000001,0.6998894338655577,1.0,26.33999999999999,90.22
CARA_LO_CHEMBL3887029_Ki_0033,Rules-only baseline,rules_only,Rule/desirability baseline,final,66.405,0.7737420856113546,1.0,16.60499999999999,83.00999999999999
CARA_LO_CHEMBL658217_Ki_0034,Rules-only baseline,rules_only,Rule/desirability baseline,final,67.13000000000001,0.7617090170153321,1.0,17.889999999999986,85.02
CARA_LO_CHEMBL658042_Ki_0035,Rules-only baseline,rules_only,Rule/desirability baseline,final,69.28,0.7872937915029766,1.0,18.859999999999985,88.13999999999999
CARA_LO_CHEMBL3706298_IC50_0036,Rules-only baseline,rules_only,Rule/desirability baseline,final,62.9,0.687635763995106,1.0,25.610000000000007,88.51
CARA_LO_CHEMBL3887456_EC50_0037,Rules-only baseline,rules_only,Rule/desirability baseline,final,70.46000000000001,0.7192061046927362,1.0,22.72,93.18
CARA_LO_CHEMBL3705825_Ki_0038,Rules-only baseline,rules_only,Rule/desirability baseline,final,56.38999999999999,0.649451083698846,1.0,30.780000000000022,87.17000000000002
CARA_LO_CHEMBL3705860_IC50_0039,Rules-only baseline,rules_only,Rule/desirability baseline,final,79.1,0.9323605076559693,1.0,5.3799999999999955,84.47999999999999
